FID,GDS_NAME,STATION,AREA,PERIMETER,COUNTERS_,COUNTERS_I,COUNTER,TYPE,COMBNUMS,Group,TYPE_1,Cycle,CNTRNUM,Town,Location
351,CNTR:245045:707,245045,0,0,4256,4256,82245045,82,"82245045: 81245092, 81245093",2014,L5,1,82245045.000000000000000,LACONIA,US 3 (ENDICOTT ST NORTH) SB-NB EAST OF CHANNEL LN
352,CNTR:245057,245054,0,0,4258,4258,82245054,82,82245054,2015,L4,2,82245054.000000000000000,LACONIA,NH 106 (PARADE RD) AT MEREDITH TL
353,CNTR:245011,245011,0,0,4259,4259,82245011,82,82245011,0, ,0,82245011.000000000000000,LACONIA, 
354,CNTR:493052,493052,0,0,4260,4260,62493052,62,"62493052: 61493049, 61493048",2013,L3,3,62493052.000000000000000,WOLFEBORO,NH 109 (NO. MAIN ST) AT TUFTONBORO TL (EB-WB) (61493048-61493049)
355,CNTR:493061,493061,0,0,4261,4261,82493061,82,82493061,2013,L4,3,82493061.000000000000000,WOLFEBORO,NH 109A (SANDY KNOLL RD) SOUTH OF BEACH POND RD
356,CNTR:493012,493012,0,0,4262,4262,82493012,82,82493012,2013,L4,3,82493012.000000000000000,WOLFEBORO,NH 109 (GOV WENTWORTH HWY) EAST OF CENTER ST
357,CNTR:493067,493067,0,0,4263,4263,82493067,82,82493067,2013,L4,3,82493067.000000000000000,WOLFEBORO,COLLEGE RD EAST OF NH 28
358,CNTR:493066,493066,0,0,4264,4264,82493066,82,82493066,2013,L4,3,82493066.000000000000000,WOLFEBORO,WHITTEN NECK RD OVER CRESCENT LAKE INLET
359,CNTR:493063,493063,0,0,4265,4265,82493063,82,82493063,2013,L4,3,82493063.000000000000000,WOLFEBORO,NH 28/NH 109 (CENTER ST) SOUTH OF HERSEY POINT RD
360,CNTR:493056,493056,0,0,4266,4266,82493056,82,82493056,0, ,0,82493056.000000000000000,WOLFEBORO, 
361,CNTR:493050,493050,0,0,4267,4267,82493050,82,82493050,0, ,0,82493050.000000000000000,WOLFEBORO, 
362,CNTR:02:295022,295022,0,0,4268,4268,02295022,02,2295022,0, ,0,2295022.000000000000000,,
363,CNTR:02:295022,295090,0,0,4269,4269,02295090,02,02295090,0, ,0,2295090.000000000000000,,
364,CNTR:459053,459053,0,0,4274,4274,62459053,62,"62459053: 61459012, 61459013",0, ,0,62459053.000000000000000,,
365,CNTR:455051,455051,0,0,4277,4277,82455051,82,82455051,2013,L4,3,82455051.000000000000000,TUFTONBORO,NH 109A (MIDDLE RD) NORTH OF FEDERAL CORNER RD
366,CNTR:357062,357062,0,0,4278,4278,82357062,82,82357062,2013,L4,3,82357062.000000000000000,OSSIPEE,BROWNS RIDGE RD AT NH NORTHCOAST RR
367,CNTR:329051,329051,0,0,4279,4279,62329051,62,62329051,2015,L4,2,62329051.000000000000000,NEW HAMPTON,WINONA RD AT MEREDITH TL
368,CNTR:313060,313060,0,0,4280,4280,82313060,82,82313060,2015,L4,2,82313060.000000000000000,MOULTONBOROUGH,LONG ISLAND RD OVER LAKE WINNIPESAUKEE
369,CNTR:295048,295048,0,0,4281,4281,82295048,82,"82295048: 81295015, 81295014",2013,L5,3,82295048.000000000000000,MEREDITH,US 3/NH 25 (DANIEL WEBSTER HWY) SB-NB NORTH OF MAIN ST
370,CNTR:295047,295047,0,0,4282,4282,82295047,82,82295047,2015,L4,2,82295047.000000000000000,MEREDITH,NH 25 (WHITTIER HWY) WEST OF PLEASANT ST
371,CNTR:295046,295046,0,0,4283,4283,82295046,82,82295046,2013,L4,3,82295046.000000000000000,MEREDITH,US 3 (DANIEL WEBSTER HWY) SOUTH OF NH 25
372,CNTR:295053,295053,0,0,4284,4284,82295053,82,82295053,2013,L4,3,82295053.000000000000000,MEREDITH,NH 104 WEST OF US 3
373,CNTR:295021,295021,0,0,4285,4285,22295021,22,"22295021: 21295093, 21295094",2015,L5,2,22295021.000000000000000,MEREDITH,US 3 (DANIEL WEBSTER HWY) SB-NB OF NH 104
374,CNTR:295056,295056,0,0,4286,4286,82295056,82,82295056,0, ,0,82295056.000000000000000,MEREDITH, 
375,CNTR:295055,295055,0,0,4287,4287,82295055,82,82295055,0, ,0,82295055.000000000000000,MEREDITH, 
376,CNTR:295059,295059,0,0,4288,4288,82295059,82,82295059,0, ,0,82295059.000000000000000,MEREDITH, 
377,CNTR:077055,077055,0,0,4289,4289,82077055,82,82077055,2014,L4,1,82077055.000000000000000,CENTER HARBOR,WAUKEWAN RD AT NEW HAMPTON TL
378,CNTR:493064,493064,0,0,4290,4290,82493064,82,82493064,0, ,0,82493064.000000000000000,WOLFEBORO, 
379,CNTR:295052,295052,0,0,4291,4291,82295052,82,82295052,2013,L4,3,82295052.000000000000000,MEREDITH,PEASE RD SOUTH OF NH 104
380,CNTR:211045,211045,0,0,4380,4380,82211045,82,82211045,2014,L4,1,82211045.000000000000000,HEBRON,BRALEY RD OVER COCKERMOUTH RIVER
381,CNTR:211044,211044,0,0,4381,4381,82211044,82,82211044,2014,L4,1,82211044.000000000000000,HEBRON,WEST SHORE RD SOUTH OF CROSS RD
382,CNTR:211043,211043,0,0,4382,4382,82211043,82,82211043,2014,L4,1,82211043.000000000000000,HEBRON,NORTH SHORE RD OVER COCKERMOUTH RIVER
383,CNTR:211046,211046,0,0,4383,4383,82211046,82,82211046,2014,L4,1,82211046.000000000000000,HEBRON,COOPER RD OVER GEORGES BROOK
384,CNTR:193050,193050,0,0,4386,4386,82193050,82,82193050,0, ,0,82193050.000000000000000,,
385,CNTR:057050,057050,0,0,4387,4387,82057050,82,82057050,2014,L4,1,82057050.000000000000000,BRIDGEWATER,NH 3A AT HEBRON TL
386,CNTR:057051,057051,0,0,4388,4388,82057051,82,82057051,2014,L4,1,82057051.000000000000000,BRIDGEWATER,DICK BROWN RD OVER CLAY BROOK
387,CNTR:057053,057053,0,0,4389,4389,82057053,82,82057053,2014,L4,1,82057053.000000000000000,BRIDGEWATER,JOHN JENESS RD OVER CLAY BROOK
388,CNTR:057052,057052,0,0,4390,4390,82057052,82,82057052,2014,L6,1,82057052.000000000000000,BRIDGEWATER,BRIDGEWATER HILL RD OVER CLAY BROOK
389,CNTR:019002:SB,019002,0,0,4391,4391,62019002,62,"62019002: 61019002, 61019001",0, ,0,62019002.000000000000000,ASHLAND, 
390,CNTR:019001:NB,019001,0,0,4392,4392,61019001,61,61019001,0, ,0,61019001.000000000000000,,
391,CNTR:019054,019054,0,0,4393,4393,82019054,82,82019054,2014,L4,1,82019054.000000000000000,ASHLAND,NORTH ASHLAND RD SOUTH OF REACH RD
392,CNTR:019057,019057,0,0,4394,4394,82019057,82,82019057,2014,L4,1,82019057.000000000000000,ASHLAND,WINTER ST OVER SQUAM RIVER
393,CNTR:019060,019060,0,0,4395,4395,82019060,82,82019060,2015,L6,2,82019060.000000000000000,ASHLAND,NH 132 (DEPOT ST) OVER AMES BROOK
394,CNTR:019056,019056,0,0,4396,4396,82019056,82,82019056,2014,L4,1,82019056.000000000000000,ASHLAND,COLLINS ST OVER SQUAM RIVER
395,CNTR:019058,019058,0,0,4397,4397,82019058,82,82019058,2014,L4,1,82019058.000000000000000,ASHLAND,MILL ST OVER AMES BROOK
396, ,019052,0,0,4399,4399,62019052,62,"62019052: 61019051, 61019052",0, ,0,62019052.000000000000000,ASHLAND, 
397,CNTR:019011,019011,0,0,4400,4400,82019011,82,82019011,2015,L4,2,82019011.000000000000000,ASHLAND,US 3 & NH 25  NORTH OF HIGHLAND ST
398,CNTR:019059,019059,0,0,4401,4401,82019059,82,82019059,2015,L4,2,82019059.000000000000000,ASHLAND,NH 132 (MAIN ST) OVER SQUAM RIVER
399,CNTR:019012,019012,0,0,4402,4402,82019012,82,82019012,2015,L4,2,82019012.000000000000000,ASHLAND,US 3 & NH 25 (MAIN ST) EAST OF I-93 RAMPS
400,CNTR:019013,019013,0,0,4403,4403,82019013,82,82019013,2015,L4,2,82019013.000000000000000,ASHLAND,US 3 & NH 25 (MAIN ST) WEST OF I-93 RAMPS
401,CNTR:019014,019014,0,0,4404,4404,82019014,82,82019014,0, ,0,82019014.000000000000000,ASHLAND, 
402,CNTR:019015,019015,0,0,4405,4405,82019015,82,82019015,2014,L4,1,82019015.000000000000000,ASHLAND,WINONA RD EAST OF SHORT ST
403,CNTR:221050,221050,0,0,4425,4425,82221050,82,82221050,2015,L4,2,82221050.000000000000000,HOLDERNESS,NH 175 NORTH OF NORTH ASHLAND ROAD
404,CNTR:221053:NB,221053,0,0,4426,4426,61221053,61,61221053,0, ,0,61221053.000000000000000,,
405,CNTR:221059,221059,0,0,4428,4428,82221059,82,82221059,0, ,0,82221059.000000000000000,HOLDERNESS, 
406,CNTR:221051,221051,0,0,4429,4429,82221051,82,82221051,2015,L4,2,82221051.000000000000000,HOLDERNESS,NH 175 NORTH OF NH 175A
407,CNTR:221057,221057,0,0,4430,4430,82221057,82,82221057,2015,L4,2,82221057.000000000000000,HOLDERNESS,NH 175A (HOLDERNESS RD) WEST OF I-93
408,CNTR:295051,295051,0,0,4443,4443,62295051,62,"62295051: 61295017, 61295016",2013,L3,3,62295051.000000000000000,MEREDITH,NH 25 (WHITTIER HWY) AT CENTER HARBOR TL (SB-NB) (61295016-61295017)
409,CNTR:019050,019050,0,0,4444,4444,62019050,62,62019050,2015,L4,2,62019050.000000000000000,ASHLAND,US 3 & NH 25  AT HOLDERNESS TL
410,CNTR:019053,019053,0,0,4445,4445,82019053,82,82019053,0, ,0,82019053.000000000000000,ASHLAND, 
411,CNTR:019055,019055,0,0,4446,4446,82019055,82,82019055,2014,L4,1,82019055.000000000000000,ASHLAND,RIVER ST OVER SQUAM RIVER
412,CNTR:077052,077052,0,0,4447,4447,82077052,82,82077052,0, ,0,82077052.000000000000000,CENTER HARBOR, 
413,CNTR:077056,077056,0,0,4448,4448,82077056,82,82077056,2014,L4,1,82077056.000000000000000,CENTER HARBOR,HIGH HAITH RD AT SQUAM LAKE CHANNEL
414,CNTR:077050,077050,0,0,4449,4449,62077050,62,62077050,2014,L4,1,62077050.000000000000000,CENTER HARBOR,US 3/ NH 25 (DANIEL WEBSTER HWY) AT HOLDERNESS TL
415,CNTR:077053,077053,0,0,4450,4450,82077053,82,82077053,0, ,0,82077053.000000000000000,CENTER HARBOR, 
416,CNTR:077051,077051,0,0,4451,4451,82077051,82,82077051,2014,L4,1,82077051.000000000000000,CENTER HARBOR,NH 25B (DANE RD) EAST OF KEEWAYDIN RD
417,CNTR:077011,077011,0,0,4452,4452,82077011,82,82077011,2014,L4,1,82077011.000000000000000,CENTER HARBOR,US 3/ NH 25 (DANIEL WEBSTER HWY) AT MEREDITH TL
418,CNTR:077054,077054,0,0,4453,4453,82077054,82,82077054,2014,L4,1,82077054.000000000000000,CENTER HARBOR,WINONA RD AT NEW HAMPTON TL
419,CNTR:221058,221058,0,0,4454,4454,82221058,82,82221058,0, ,0,82221058.000000000000000,HOLDERNESS, 
420,CNTR:221055,221055,0,0,4455,4455,82221055,82,82221055,2015,L4,2,82221055.000000000000000,HOLDERNESS,US 3/NH 25 (DANIEL WEBSTER HWY) EAST OF SHEPARD ST
421,CNTR:313059,313059,0,0,4456,4456,82313059,82,82313059,2014,L4,1,82313059.000000000000000,MOULTONBOROUGH,MOULTONBORO NECK RD EAST OF KONA FARM RD
422,CNTR:313057,313057,0,0,4457,4457,82313057,82,82313057,2014,L4,1,82313057.000000000000000,MOULTONBOROUGH,NH 25 (WHITTIER HWY) WEST OF MOULTONBORO NECK RD
423,CNTR:313051,313051,0,0,4458,4458,82313051,82,"82313051: 81313062, 81313063",2013,L5,3,82313051.000000000000000,MOULTONBOROUGH,MOULTONBOROUGH NECK RD SB-NB SOUTH OF NH 25
424,CNTR:329081,329081,0,0,4460,4460,82329081,82,82329081,2014,L4,1,82329081.000000000000000,NEW HAMPTON,LOWER OX BOW RD OVER AMES BROOK
425,CNTR:329083,329083,0,0,4461,4461,82329083,82,82329083,2014,L4,1,82329083.000000000000000,NEW HAMPTON,WINONA RD SOUTH OF SANBORN RD
426,CNTR:329082,329082,0,0,4462,4462,82329082,82,82329082,2014,L4,1,82329082.000000000000000,NEW HAMPTON,DANA HILL RD OVER STATE OF NH RAILROAD
427,CNTR:221061,221061,0,0,4463,4463,82221061,82,82221061,0, ,0,82221061.000000000000000,HOLDERNESS, 
428,CNTR:141058,141058,0,0,4464,4464,82141058,82,82141058,0, ,0,82141058.000000000000000,EFFINGHAM, 
429,CNTR:141057,141057,0,0,4465,4465,82141057,82,"82141057: 81141021, 81141020",2015,L3,2,82141057.000000000000000,EFFINGHAM,NH 153 OVER SOUTH RIVER (SB-NB) (81141020-81141021)
430,CNTR:313012,313012,0,0,4466,4466,82313012,82,82313012,2014,L4,1,82313012.000000000000000,MOULTONBOROUGH,NH 109 (GOVERNOR WENTWORTH HWY) NORTH OF STATES LANDING RD
431,CNTR:313052,313052,0,0,4467,4467,82313052,82,82313052,0, ,0,82313052.000000000000000,MOULTONBOROUGH, 
432,CNTR:357068,357068,0,0,4468,4468,82357068,82,82357068,2013,L4,3,82357068.000000000000000,OSSIPEE,CHICKVILLE RD SOUTH OF DORRS CORNER RD
433,CNTR:357058,357058,0,0,4469,4469,82357058,82,82357058,2014,L4,1,82357058.000000000000000,OSSIPEE,NH 171 (WATER VILLAGE RD) WEST OF COUNTY FARM RD
434,CNTR:357065,357065,0,0,4470,4470,82357065,82,82357065,2013,L4,3,82357065.000000000000000,OSSIPEE,NH 171 (WATER VILLAGE RD) EAST OF DONOVAN LN
435,CNTR:357059,357059,0,0,4471,4471,82357059,82,82357059,0, ,0,82357059.000000000000000,OSSIPEE, 
436,CNTR:357054,357054,0,0,4472,4472,82357054,82,82357054,2014,L4,1,82357054.000000000000000,OSSIPEE,CHICKVILLE RD AT TUFTONBORO TL
437,CNTR:357055,357055,0,0,4473,4473,62357055,62,"62357055: 61357027, 61357028",2013,L3,3,62357055.000000000000000,OSSIPEE,NH 28 AT WOLFEBORO TL (SB-NB) (61357027-61357028)
438,CNTR:357057,357057,0,0,4474,4474,82357057,82,82357057,2014,L4,1,82357057.000000000000000,OSSIPEE,BROWNS RIDGE RD SOUTH OF NH 171
439,CNTR:357052,357052,0,0,4475,4475,62357052,62,"62357052: 61357024, 61357023",2013,L3,3,62357052.000000000000000,OSSIPEE,NH 16 (WHITE MT HWY) SOUTH OF NH 28 (SB-NB) (61357023-61357024)
440,CNTR:357053,357053,0,0,4476,4476,82357053,82,"82357053: 81357026, 81357025",2013,L3,3,82357053.000000000000000,OSSIPEE,NH 28 SOUTH OF NH 16 (SB-NB) (81357025-81357026)
441,CNTR:357071,357071,0,0,4477,4477,82357071,82,82357071,2013,L4,3,82357071.000000000000000,OSSIPEE,GRANITE RD EAST OF JOHN HODGDON RD
442,CNTR:455059,455059,0,0,4478,4478,82455059,82,82455059,2013,L4,3,82455059.000000000000000,TUFTONBORO,COUNTY RD OVER MELVIN RIVER
443,CNTR:455057,455057,0,0,4479,4479,82455057,82,82455057,2013,L4,3,82455057.000000000000000,TUFTONBORO,NEW RD OVER MELVIN RIVER
444,CNTR:455058,455058,0,0,4480,4480,82455058,82,82455058,2013,L4,3,82455058.000000000000000,TUFTONBORO,SODOM RD OVER MELVIN RIVER
445,CNTR:455053,455053,0,0,4481,4481,82455053,82,82455053,2013,L4,3,82455053.000000000000000,TUFTONBORO,NH 171 (OLD MOUNTAIN RD) AT MOULTONBOROUGH TL
446,CNTR:455052,455052,0,0,4482,4482,62455052,62,62455052,2013,L4,3,62455052.000000000000000,TUFTONBORO,NH 109 (GOV WENTWORTH HWY) AT MOULTONBOROUGH TL
447,CNTR:455060,455060,0,0,4483,4483,82455060,82,82455060,2013,L4,3,82455060.000000000000000,TUFTONBORO,HIGH ST OVER MELVIN RIVER
448,CNTR:455061,455061,0,0,4484,4484,82455061,82,82455061,2013,L4,3,82455061.000000000000000,TUFTONBORO,NH 109 (GOVERNOR WENTWORTH HWY) SOUTH OF NH 109A
449,CNTR:455012,455012,0,0,4485,4485,82455012,82,82455012,0, ,0,82455012.000000000000000,TUFTONBORO, 
450,CNTR:455011,455011,0,0,4487,4487,82455011,82,82455011,2013,L4,3,82455011.000000000000000,TUFTONBORO,NH 109 (GOV WENTWORTH HWY) NORTH OF NH 109A
451,CNTR:455056,455056,0,0,4488,4488,82455056,82,82455056,2013,L4,3,82455056.000000000000000,TUFTONBORO,CANAAN RD SOUTH OF SENTINEL LODGE RD
452,CNTR:455055,455055,0,0,4489,4489,82455055,82,82455055,0, ,0,82455055.000000000000000,TUFTONBORO, 
453,CNTR:02:357021,357021,0,0,4491,4491,02357021,02,2357021,0, ,0,2357021.000000000000000,,
454,CNTR:221060,221060,0,0,4492,4492,82221060,82,82221060,2015,L4,2,82221060.000000000000000,HOLDERNESS,NH 175 SOUTH OF OWL BROOK RD
455,CNTR:221056,221056,0,0,4493,4493,82221056,82,82221056,2015,L4,2,82221056.000000000000000,HOLDERNESS,NH 113 (SQUAM LAKE RD) WEST OF FINISTERRE POINT ROAD
456,CNTR:221052,221052,0,0,4494,4494,62221052,62,62221052,2015,L4,2,62221052.000000000000000,HOLDERNESS,NH 113 (SQUAM LAKE RD) AT SANDWICH TL
457,CNTR:141052,141052,0,0,4496,4496,82141052,82,"82141052: 81141015, 81141014",2015,L3,2,82141052.000000000000000,EFFINGHAM,NH 153 SOUTH OF HOBBS RD (SB-NB) (81141014-81141015)
458,CNTR:141051,141051,0,0,4497,4497,82141051,82,"82141051: 81141013, 81141012",2014,L5,1,82141051.000000000000000,EFFINGHAM,NH 153 SB-NB SOUTH OF NH 25
459,CNTR:141055,141055,0,0,4498,4498,82141055,82,"82141055: 81141019, 81141018",2014,L3,1,82141055.000000000000000,EFFINGHAM,NH 25 OVER OSSIPEE RIVER AT FREEDOM TL (EB-WB) (81141018-81141019)
460,CNTR:141056,141056,0,0,4499,4499,82141056,82,82141056,2015,L4,2,82141056.000000000000000,EFFINGHAM,SNOW RD OVER SOUTH RIVER
461,CNTR:141054,141054,0,0,4501,4501,82141054,82,"82141054: 81141017, 81141016",2015,L3,2,82141054.000000000000000,EFFINGHAM,NH 153 OVER OSSIPEE RIVER AT FREEDOM TL (SB-NB) (81141016-81141017)
462,CNTR:141053,141053,0,0,4502,4502,82141053,82,82141053,2015,L4,2,82141053.000000000000000,EFFINGHAM,ELM ST OVER PINE RIVER
463,CNTR:141050,141050,0,0,4503,4503,62141050,62,"62141050: 61141011, 61141010",2014,L5,1,62141050.000000000000000,EFFINGHAM,NH 25 (OSSIPEE TRAIL) EB-WB AT OSSIPEE TL
464,CNTR:313054,313054,0,0,4504,4504,62313054,62,"62313054: 61313064, 61313065",2015,L5,2,62313054.000000000000000,MOULTONBOROUGH,NH 25 (WHITTIER HWY) EB-WB AT SANDWICH TL
465,CNTR:313061,313061,0,0,4505,4505,82313061,82,82313061,2014,L4,1,82313061.000000000000000,MOULTONBOROUGH,OSSIPEE MOUNTAIN RD SOUTH OF RANDALL RD
466,CNTR:313056,313056,0,0,4506,4506,82313056,82,82313056,2015,L4,2,82313056.000000000000000,MOULTONBOROUGH,NH 109 (GOVERNOR WENTWORTH HWY) WEST OF NH 171
467,CNTR:313053,313053,0,0,4507,4507,62313053,62,62313053,2015,L4,2,62313053.000000000000000,MOULTONBOROUGH,NH 109 (HOLLAND ST) AT SANDWICH TL
468,CNTR:313055,313055,0,0,4508,4508,62313055,62,62313055,2015,L4,2,62313055.000000000000000,MOULTONBOROUGH,NH 25 (WHITTIER HWY) EAST OF SHERIDAN RD
469,CNTR:313011,313011,0,0,4509,4509,82313011,82,82313011,2013,L4,3,82313011.000000000000000,MOULTONBOROUGH,NH 109 (GOVERNOR WENTWORTH HWY) SOUTH OF BODGE HILL RD
470,CNTR:357060,357060,0,0,4510,4510,82357060,82,82357060,0, ,0,82357060.000000000000000,OSSIPEE, 
471,CNTR:357051,357051,0,0,4511,4511,62357051,62,"62357051: 61357031, 61357032",2013,L3,3,62357051.000000000000000,OSSIPEE,NH 16/NH 25 (WHITE MT HWY) NORTH OF CAPT LOVEWELL LN (SB-NB) (61357031-613*
472,CNTR:357070,357070,0,0,4512,4512,82357070,82,82357070,2013,L4,3,82357070.000000000000000,OSSIPEE,NH 16 (WHITE MT HWY) OVER NH 25
473,CNTR:357061,357061,0,0,4513,4513,82357061,82,82357061,0, ,0,82357061.000000000000000,OSSIPEE, 
474,CNTR:357066,357066,0,0,4514,4514,82357066,82,82357066,2013,L4,3,82357066.000000000000000,OSSIPEE,THURLEY RD EAST OF MAPLEWOOD RD
475,CNTR:357069,357069,0,0,4515,4515,82357069,82,82357069,2013,L4,3,82357069.000000000000000,OSSIPEE,DORE ST OVER DAN HOLE RIVER
476,CNTR:357050,357050,0,0,4516,4516,82357050,82,82357050,2014,L4,1,82357050.000000000000000,OSSIPEE,MOULTONVILLE RD EAST OF DORRS CORNER RD
477,CNTR:357064,357064,0,0,4517,4517,82357064,82,82357064,2014,L4,1,82357064.000000000000000,OSSIPEE,VALLEY RD WEST OF BLAKE HILL RD
478,CNTR:357067,357067,0,0,4518,4518,82357067,82,82357067,2013,L4,3,82357067.000000000000000,OSSIPEE,MILL HILL RD OVER DAN HOLE RIVER
479,CNTR:407051,407051,0,0,4519,4519,82407051,82,82407051,2013,L4,3,82407051.000000000000000,SANDWICH,SQUAM LAKE RD WEST OF GREAT ROCK RD
480,CNTR:165052,165052,0,0,4564,4564,82165052,82,"82165052: 81165013, 81165012",2013,L3,3,82165052.000000000000000,FREEDOM,NH 153 (EATON RD) NORTH OF BROOKS DR (SB-NB) (81165012-81165013)
481,CNTR:165055,165055,0,0,4565,4565,82165055,82,82165055,2013,L4,3,82165055.000000000000000,FREEDOM,OSSIPEE LAKE RD WEST OF EAST DANFORTH RD
482,CNTR:165054,165054,0,0,4566,4566,82165054,82,82165054,2013,L4,3,82165054.000000000000000,FREEDOM,OLD PORTLAND RD EAST OF CEMETERY RD
483,CNTR:165053,165053,0,0,4567,4567,82165053,82,82165053,0, ,0,82165053.000000000000000,FREEDOM, 
484, ,283053,0,0,4568,4568,82283053,82,82283053,0, ,0,82283053.000000000000000,,
485,CNTR:357056,357056,0,0,4570,4570,62357056,62,"62357056: 61357030, 61357029",2014,L5,1,62357056.000000000000000,OSSIPEE,NH 16 (WHITE MT HWY) SB-NB AT TAMWORTH TL
486,CNTR:407061,407061,0,0,4571,4571,82407061,82,82407061,2015,L4,2,82407061.000000000000000,SANDWICH,NH 25 (WHITTIER HWY) NORTH OF BEARCAMP POND RD
487,CNTR:407060,407060,0,0,4572,4572,82407060,82,82407060,2013,L4,3,82407060.000000000000000,SANDWICH,DURGIN BRIDGE RD OVER COLD RIVER
488,CNTR:407057,407057,0,0,4573,4573,82407057,82,82407057,2013,L4,3,82407057.000000000000000,SANDWICH,NH 113 (NO. SANDWICH RD) OVER BEARCAMP RIVER
489,CNTR:407055,407055,0,0,4574,4574,82407055,82,82407055,2015,L4,2,82407055.000000000000000,SANDWICH,NH 113 (MAPLE ST) OVER STANTON BROOK
490,CNTR:407050,407050,0,0,4575,4575,82407050,82,82407050,2013,L4,3,82407050.000000000000000,SANDWICH,NH 109 (MAIN ST) WEST OF QUIMBY FIELD RD
491,CNTR:407053,407053,0,0,4576,4576,82407053,82,82407053,2013,L4,3,82407053.000000000000000,SANDWICH,SQUAM LAKE RD SOUTH OF NH 113
492,CNTR:407054,407054,0,0,4577,4577,82407054,82,82407054,2013,L4,3,82407054.000000000000000,SANDWICH,MT ISRAEL RD NORTH OF DALE RD
493,CNTR:443068,443068,0,0,4578,4578,82443068,82,82443068,2013,L4,3,82443068.000000000000000,TAMWORTH,CLEVELAND HILL RD EAST OF BROWN HILL RD
494,CNTR:443064,443064,0,0,4579,4579,82443064,82,82443064,2013,L4,3,82443064.000000000000000,TAMWORTH,NH 113  (JACKMAN POND RD) WEST OF BUNKER HILL RD
495,CNTR:443058,443058,0,0,4580,4580,82443058,82,82443058,2013,L4,3,82443058.000000000000000,TAMWORTH,BUNKER HILL RD EAST OF NH 113
496,CNTR:443059,443059,0,0,4581,4581,82443059,82,82443059,2013,L4,3,82443059.000000000000000,TAMWORTH,NH 113A (CHINOOK TRAIL) WEST OF GARDNER HILL RD
497,CNTR:443071,443071,0,0,4582,4582,82443071,82,82443071,2013,L4,3,82443071.000000000000000,TAMWORTH,NH 25/NH 113 (BEAR CAMP HWY) EAST OF JACKMAN POND RD
498,CNTR:443072,443072,0,0,4583,4583,82443072,82,82443072,2013,L4,3,82443072.000000000000000,TAMWORTH,MILL RD OVER BEARCAMP RIVER
499,CNTR:443053,443053,0,0,4584,4584,62443053,62,"62443053: 61443013, 61443012",2013,L3,3,62443053.000000000000000,TAMWORTH,NH 113 (JACKMAN POND RD) AT SANDWICH TOWN LINE (EB-WB) (61443012-61443013)
500,CNTR:443074,443074,0,0,4585,4585,82443074,82,82443074,2013,L4,3,82443074.000000000000000,TAMWORTH,JOHNSON MOUNTAIN RD OVER COLD BROOK
501,CNTR:443062,443062,0,0,4586,4586,82443062,82,82443062,2013,L4,3,82443062.000000000000000,TAMWORTH,NH 113 (WHITTIER RD) NORTH OF NH 25
502,CNTR:443054,443054,0,0,4587,4587,22443054,22,"22443054: 21443015, 21443014",2013,L3,3,22443054.000000000000000,TAMWORTH,NH 113 (TAMWORTH RD) NORTH OF BRYANT RD (EB-WB) (21443014-21443015)
503,CNTR:443063,443063,0,0,4588,4588,82443063,82,82443063,2013,L4,3,82443063.000000000000000,TAMWORTH,NH 113 (CHOCURA RD) WEST OF PAGE HILL RD WEST INTERSECTION
504,CNTR:443069,443069,0,0,4589,4589,82443069,82,82443069,2013,L4,3,82443069.000000000000000,TAMWORTH,MAIN ST OVER SWIFT RIVER
505,CNTR:443073,443073,0,0,4590,4590,82443073,82,82443073,2013,L4,3,82443073.000000000000000,TAMWORTH,WHITTIER RD OVER STONY BROOK
506,CNTR:443052,443052,0,0,4591,4591,82443052,82,82443052,2013,L4,3,82443052.000000000000000,TAMWORTH,NH 25 (BEAR CAMP HWY) EAST OF GILMAN VALLEY RD
507,CNTR:443022,443022,0,0,4592,4592,82443022,82,82443022,0, ,0,82443022.000000000000000,TAMWORTH, 
508,CNTR:443070,443070,0,0,4593,4593,82443070,82,82443070,2013,L4,3,82443070.000000000000000,TAMWORTH,DEPOT RD OVER BRYANT BROOK
509,CNTR:443024,443024,0,0,4594,4594,82443024,82,82443024,2013,L4,3,82443024.000000000000000,TAMWORTH,NH 113 (CHOCURA RD) OVER MILL BROOK
510,CNTR:443050,443050,0,0,4595,4595,62443050,62,"62443050: 61443011, 61443010",2013,L5,3,62443050.000000000000000,TAMWORTH,NH 25 (BEAR CAMP HWY) EB-WB AT OSSIPEE TL
511,CNTR:443051,443051,0,0,4596,4596,82443051,82,82443051,0, ,0,82443051.000000000000000,TAMWORTH, 
512,CNTR:443060,443060,0,0,4597,4597,82443060,82,82443060,2013,L4,3,82443060.000000000000000,TAMWORTH,NH 41 (PLAINS RD) AT OSSIPEE TL
513,CNTR:443061,443061,0,0,4598,4598,82443061,82,"82443061: 81443019, 81443018",2013,L3,3,82443061.000000000000000,TAMWORTH,NH 16 (WHITE MT HWY) NORTH OF WHITTIER RD (SB-NB) (81443018-81443019)
514,CNTR:02:443001,443001,0,0,4599,4599,02443001,02,2443001,0, ,0,2443001.000000000000000,,
515,CNTR:407052,407052,0,0,4611,4611,82407052,82,82407052,2015,L4,2,82407052.000000000000000,SANDWICH,NH 113A (CHASE RD) OVER WHITEFACE RIVER
516,CNTR:407059,407059,0,0,4612,4612,82407059,82,82407059,2015,L4,2,82407059.000000000000000,SANDWICH,NH 113A (WHITEFACE RD) OVER COLD RIVER
